text,label
"DIAGNOSIS:,  Polycythemia vera with secondary myelofibrosis.,REASON FOR VISIT:, Followup of the above condition.,CHIEF COMPLAINT: , Left shin pain.,HISTORY OF PRESENT ILLNESS: , A 55-year-old white male who carries a diagnosis of polycythemia vera with secondary myelofibrosis.  Diagnosis was made some time in 2005/2006.  Initially, he underwent phlebotomy.  He subsequently transferred his care here.  In the past, he has been on hydroxyurea and interferon but did not tolerate both of them.  He is JAK-2 positive.  He does not have any siblings for a match-related transplant.  He was seen for consideration of a MUD transplant, but was deemed not to be a candidate because of the social support as well as his reasonably good health.,At our institution, the patient received a trial of lenalidomide and prednisone for a short period.  He did well with the combination.  Subsequently, he developed intolerance to lenalidomide.  He complained of severe fatigue and diarrhea.  This was subsequently stopped.,The patient reports some injury to his left leg last week.  His left leg apparently was swollen.  He took steroids for about 3 days and stopped.  Left leg swelling has disappeared.  The patient denies any other complaints at this point in time.  He admits to smoking marijuana.  He says this gives him a great appetite and he has actually gained some weight.  Performance status in the ECOG scale is 1.,PHYSICAL EXAMINATION:,VITAL SIGNS:  He is afebrile.  Blood pressure 144/85, pulse",Hematology-Oncology
"CHIEF COMPLAINT:,  Cut on foot.,HISTORY OF PRESENT ILLNESS:,  This is a 32-year-old male who had a piece of glass fall on to his right foot today.  The patient was concerned because of the amount of bleeding that occurred with it.  The bleeding has been stopped and the patient does not have any pain.  The patient has normal use of his foot, there is no numbness or weakness, the patient is able to ambulate well without any discomfort.  The patient denies any injuries to any other portion of his body.  He has not had any recent illness.  The patient has no other problems or complaints.,PAST MEDICAL HISTORY:,  Asthma.,CURRENT MEDICATION: , Albuterol.,ALLERGIES:,  NO KNOWN DRUG ALLERGIES.,SOCIAL HISTORY: , The patient is a smoker.,PHYSICAL EXAMINATION:,  VITAL SIGNS:  Temperature 98.8 oral, blood pressure 132/86, pulse is 76, and respirations 16.  Oxygen saturation is 100% on room air and interpreted as normal.  CONSTITUTIONAL:  The patient is well-nourished, well-developed, the patient appears to be healthy.  The patient is calm and comfortable in no acute distress and looks well.  The patient is pleasant and cooperative.  HEENT:  Head is atraumatic, normocephalic, and nontender.  Eyes are normal with clear conjunctiva and cornea bilaterally.  NECK:  Supple with full range of motion.  CARDIOVASCULAR:  Peripheral pulse is +2 to the right foot.  Capillary refills less than two seconds to all the digits of the right foot. ",EmergencyRoomReports
"TITLE OF OPERATION: , Placement of right new ventriculoperitoneal (VP) shunts Strata valve and to removal of right frontal Ommaya reservoir.,INDICATION FOR SURGERY: , The patient is a 2-month-old infant, born premature with intraventricular hemorrhage and Ommaya reservoir recommendation for removal and replacement with a new VP shunt.,PREOP DIAGNOSIS: , Hydrocephalus.,POSTOP DIAGNOSIS: , Hydrocephalus.,PROCEDURE DETAIL: , The patient was brought to the operating room, underwent induction of general endotracheal airway, positioned supine, head turned towards left.  The right side prepped and draped in the usual sterile fashion.  Next, using a 15 blade scalpel, two incisions were made, one in the parietooccipital region and.  The second just lateral to the umbilicus.  Once this was clear, the Bactiseal catheter was then tunneled.  This was connected to a Strata valve.  The Strata valve was programmed to a setting of 1.01 and this was ensured.  The small burr hole was then created.  The area was then coagulated.  Once this was completed, new Bactiseal catheter was then inserted.  It was connected to the Strata valve.  There was good distal flow.  The distal end was then inserted into the peritoneal region via trocar.  Once this was insured, all the wounds were irrigated copiously and closed with 3-0 Vicryl and 4-0 Caprosyn as well as Indermil glue.  The right frontal incision was then opened.  The Ommaya reservoir identified and removed.  The wound was then also closed with an inverted 3-0 Vicryl",Surgery
"PREOPERATIVE DIAGNOSIS: , Septic left total knee arthroplasty.,POSTOPERATIVE DIAGNOSIS: , Septic left total knee arthroplasty.,OPERATION PERFORMED: , Arthroscopic irrigation and debridement of same with partial synovectomy.,ANESTHESIA:,  LMA.,ESTIMATED BLOOD LOSS:,  Minimal.,COMPLICATIONS: , None.,DRAINS:,  None.,INDICATIONS:,  The patient is an 81-year-old female, who is approximately 10 years status post total knee replacement performed in another state, who presented a couple of days ago to the office with worsening pain without injury and whose symptoms have been present for approximately a month following a possible urinary tract infection.  The patient' knee was aspirated in the office and cultures were positive for Escherichia coli.  She presents for operative therapy.,DESCRIPTION OF OPERATION: , After obtaining informed consent and the administration of antibiotics since her cultures had already been obtained, the patient was taken to the operating room and following satisfactory induction and the patient was placed on the table in supine position.  The left upper extremity was prepped and draped without a tourniquet.  The knee was injected with 30 mL of normal saline and standard arthroscopy portals were created.  The arthroscopy was inserted and a complete diagnostic was performed.  Arthroscopic pictures were taken throughout the procedure.  The knee was copiously irrigated with 9 L of irrigant.  A partial synovectomy was performed in all compartments.  Minimal amount of polyethylene wear was noted.  The total knee components were identified arthroscopically for future revision surgery.  The knee was then drained and the arthroscopic instruments",Orthopedic
"EXAM: , CT head without contrast, CT facial bones without contrast, and CT cervical spine without contrast.,REASON FOR EXAM:,  A 68-year-old status post fall with multifocal pain.,COMPARISONS: , None.,TECHNIQUE: , Sequential axial CT images were obtained from the vertex to the thoracic inlet without contrast.  Additional high-resolution sagittal and/or coronal reconstructed images were obtained through the facial bones and cervical spine for better visualization of the osseous structures.,INTERPRETATIONS:,HEAD:,There is mild generalized atrophy.  Scattered patchy foci of decreased attenuation is seen in the subcortical and periventricular white matter consistent with chronic small vessel ischemic changes.  There are subtle areas of increased attenuation seen within the frontal lobes bilaterally.  Given the patient's clinical presentation, these likely represent small hemorrhagic contusions.  Other differential considerations include cortical calcifications, which are less likely.  The brain parenchyma is otherwise normal in attenuation without evidence of mass, midline shift, hydrocephalus, extra-axial fluid, or acute infarction.  The visualized paranasal sinuses and mastoid air cells are clear.  The bony calvarium and skull base are unremarkable.,FACIAL BONES:,The osseous structures about the face are grossly intact without acute fracture or dislocation.  The orbits and extra-ocular muscles are within normal limits.  There is diffuse mucosal thickening in the ethmoid and right maxillary sinuses.  The remaining visualized paranasal sinuses and mastoid air cells are clear.  Diffuse soft tissue swelling is noted about the right orbit and right facial bones without underlying fracture.,CERVICAL SPINE:,There is mild generalized osteopenia.  There are",Radiology
"PREOPERATIVE DIAGNOSIS: , Nonpalpable neoplasm, right breast.,POSTOPERATIVE DIAGNOSIS: , Deferred for Pathology.,PROCEDURE PERFORMED:  ,Needle localized wide excision of nonpalpable neoplasm, right breast.,SPECIMEN: , Mammography.,GROSS FINDINGS:  ,This 53-year-old Caucasian female who had a nonpalpable neoplasm detected by mammography in the right breast.  After excision of neoplasm, there was a separate 1 x 2 cm nodule palpated within the cavity.  This too was excised.,OPERATIVE PROCEDURE:  ,The patient was taken to the operating room, placed in supine position in the operating table.  Intravenous sedation was administered by the Anesthesia Department.  The Kopans wire was trimmed to an appropriate length.  The patient was sterilely prepped and draped in the usual manner.  Local anesthetic consisting of 1% lidocaine and 0.5% Marcaine was injected into the proposed line of incision.  A curvilinear circumareolar incision was then made with a #15 scalpel blade close to the wire.  The wire was stabilized and brought to protrude through the incision.  Skin flaps were then generated with electrocautery.  A generous core tissue was grasped with Allis forceps and excised with electrocautery.  Prior to complete excision, the superior margin was marked with a #2-0 Vicryl suture, which was tied and cut short.  The lateral margin was marked with a #2-0 Vicryl suture, which was tied and cut along.  The posterior margin was marked with a #2-0 Polydek suture, which was tied and cut.,The specimen was then completely excised and sent off the operative field as",Hematology-Oncology
"CC:,  Fall and laceration.,HPI: , Mr. B is a 42-year-old man who was running to catch a taxi when he stumbled, fell and struck his face on the sidewalk.  He denies loss of consciousness but says he was dazed for a while after it happened.  He complains of pain over the chin and right forehead where he has abrasions.  He denies neck pain, back pain, extremity pain or pain in the abdomen.,PMH: , Hypertension.,MEDS:,  None.,ROS: , As above.  Otherwise negative.,PHYSICAL EXAM: , This is a gentleman in full C-spine precautions on a backboard brought by EMS.  He is in no apparent distress.  ,Vital Signs:  BP 165/95 HR 80 RR 12 Temp 98.4 SpO2 95% ,HEENT:  No palpable step offs, there is blood over the right fronto-parietal area where there is a small 1cm laceration and surrounding abrasion.  Also, 2 cm laceration over the base of the chin without communication to the oro-pharynx.  No other trauma noted.  No septal hematoma.  No other facial bony tenderness.  ,Neck:  Nontender ,Chest:  Breathing comfortably; equal breath sounds.  ,Heart:  Regular rhythm.,Abd:  Benign.,Ext:  No tenderness or deformity; pulses are equal throughout; good cap refill ,Neuro:  Awake and alert; slight slurring of speech and cognitive slowing consistent with alcohol; moves all extremities; cranial nerves normal.  ,COURSE IN THE ED:,  Patient arrived and was placed on monitors.  An IV had been placed in the",EmergencyRoomReports
"HISTORY OF PRESENT ILLNESS:,  The patient is a 17-year-old female, who presents to the emergency room with foreign body and airway compromise and was taken to the operating room.  She was intubated and fishbone.,PAST MEDICAL HISTORY: , Significant for diabetes, hypertension, asthma, cholecystectomy, and total hysterectomy and cataract.,ALLERGIES:  ,No known drug allergies.,CURRENT MEDICATIONS: , Prevacid, Humulin, Diprivan, Proventil, Unasyn, and Solu-Medrol.,FAMILY HISTORY: , Noncontributory.,SOCIAL HISTORY: , Negative for illicit drugs, alcohol, and tobacco.,PHYSICAL EXAMINATION:  ,Please see the hospital chart.,LABORATORY DATA: , Please see the hospital chart.,HOSPITAL COURSE: , The patient was taken to the operating room by Dr. X who is covering for ENT and noted that she had airway compromise and a rather large fishbone noted and that was removed.  The patient was intubated and it was felt that she should be observed to see if the airway would improve upon which she could be extubated.  If not she would require tracheostomy.  The patient was treated with IV antibiotics and ventilatory support and at the time of this dictation, she has recently been taken to the operating room where it was felt that the airway sufficient and she was extubated.  She was doing well with good p.o.s, good airway, good voice, and desiring to be discharged home.  So, the patient is being prepared for discharge at this point.  We will have Dr. X evaluate her before she leaves to make sure I do not have any problem with her",Consult-HistoryandPhy.
"PREOPERATIVE DIAGNOSIS: , Respiratory failure.,POSTOPERATIVE DIAGNOSIS:  ,Respiratory failure.,OPERATIVE PROCEDURE: , Tracheotomy.,ANESTHESIA:  ,General inhalational.,DESCRIPTION OF PROCEDURE: , The patient was taken to the operating room, placed supine on the operating table.  General inhalational anesthesia was administered through the patient's existing 4.0 endotracheal tube.  The neck was extended and secured with tape and incision in the midline of the neck approximately 2 fingerbreadths above the sternal notch was outlined.  The incision measured approximately 1 cm and was just below the palpable cricoid cartilage and first tracheal ring.  The incision area was infiltrated with 1% Xylocaine with epinephrine 1:100,000.  A #67 blade was used to perform the incision.  Electrocautery was used to remove excess fat tissue to expose the strap muscles.  The strap muscles were grasped and divided in the midline with a cutting electrocautery.  Sharp dissection was used to expose the anterior trachea and cricoid cartilage.  The thyroid isthmus was identified crossing just below the cricoid cartilage.  This was divided in the midline with electrocautery.  Blunt dissection was used to expose adequate cartilaginous rings.  A 4.0 silk was used for stay sutures to the midline of the cricoid.  Additional stay sutures were placed on each side of the third tracheal ring.  Thin DuoDerm was placed around the stoma.  The tracheal incision was performed with a #11 blade through the second, third, and fourth tracheal rings.  The cartilaginous edges were secured to the skin edges",Surgery
"SUBJECTIVE:,  The patient is a 33-year-old black male who comes in to the office today main complaint of sexual dysfunction.  Patient reports that he would like to try Cialis to see if it will improve his erectile performance.  Patient states that he did a quiz on-line at the Cialis web site and did not score in the normal range, so he thought he should come in.  Patient states that perhaps his desire has been slightly decreased, but that has not been the primary problem.  In discussing with me directly, patient primarily expresses that he would like to have his erections last longer.  However, looking at the quiz as he filled it out, he reported that much less than half the time was he able to get erections during sexual activity and only about half of the time he was able to maintain his erection after penetration.  However, he only reports that it is slightly difficult to maintain the erection until completion of intercourse.  Patient has no significant past medical history.  He has never had any previous testicular infections.  He denies any history of injuries to the groin and he has never been told that he has a hernia.,CURRENT MEDICATIONS:,  None.,ALLERGIES: , No drug allergies.,SOCIAL: , Only occasionally drinks alcohol and he is a nonsmoker.  He currently is working as a nurse aid, second shift, at a nursing home.  He states that he did not enroll in Wichita",SOAP/Chart/ProgressNotes
"HISTORY:  ,We had the pleasure of seeing the patient today in our Pediatric Rheumatology Clinic.  He was sent here with a chief complaint of joint pain in several joints for few months.  This is a 7-year-old white male who has no history of systemic disease, who until 2 months ago, was doing well and 2 months ago, he started to complain of pain in his fingers, elbows, and neck.  At this moment, this is better and is almost gone, but for several months, he was having pain to the point that he would cry at some point.  He is not a complainer according to his mom and he is a very active kid.  There is no history of previous illness to this or had gastrointestinal problems.  He has problems with allergies, especially seasonal allergies and he takes Claritin for it.  Other than that, he has not had any other problem.  Denies any swelling except for that doctor mentioned swelling on his elbow.  There is no history of rash, no stomach pain, no diarrhea, no fevers, no weight loss, no ulcers in his mouth except for canker sores.  No lymphadenopathy, no eye problems, and no urinary problems.,MEDICATIONS: , His medications consist only of Motrin only as needed and Claritin currently for seasonal allergies and rhinitis.,ALLERGIES: , He has no allergies to any drugs.,BIRTH HISTORY:  ,Pregnancy and delivery with no complications.  He has no history of hospitalizations or surgeries.,FAMILY",Consult-HistoryandPhy.
"DISCHARGE DIAGNOSES,1.  Multiple extensive subcutaneous abscesses, right thigh.,2.  Massive open wound, right thigh, status post right excision of multiple subcutaneous abscesses, right thigh.,PROCEDURES PERFORMED,1.  On 03/05/08, by Dr. X, was massive debridement of soft tissue, right lateral thigh and hip.,2.  Soft tissue debridement on 03/16/08 of right thigh and hip by Dr. X.,3.  Split thickness skin graft to right thigh and right hip massive open wound on 04/01/08 by Dr. Y.,REASON FOR ADMISSION: , The patient is a 62-year-old male with a history of drug use.  He had a history of injection of heroin into his bilateral thighs.  Unfortunately, he developed chronic abscesses, open wounds on his bilateral thighs, much worse on his right than his left.  Decision was made to do a radical excision and then it is followed by reconstruction.,HOSPITAL COURSE:  ,The patient was admitted on 03/05/08 by Dr. X.  He was taken to the operating room.  He underwent a massive resection of multiple subcutaneous abscesses, heroin remnants, which left massive huge open wounds to his right thigh and hip.  This led to a prolonged hospital course.  The patient initially was treated with local wound care.  He was treated with broad spectrum antibiotics.  He ended up growing out different species of Clostridium.  Infectious Disease consult was obtained from Dr. Z.  He assisted in further antibiotic coverage throughout the rest of his hospitalization.  The patient also had significant hypoalbuminemia, decreased nutrition.",GeneralMedicine
"PROCEDURES: , Left heart catheterization, left ventriculography, and left and right coronary arteriography.,INDICATIONS: , Chest pain and non-Q-wave MI with elevation of troponin I only.,TECHNIQUE:  ,The patient was brought to the procedure room in satisfactory condition.  The right groin was prepped and draped in routine fashion.  An arterial sheath was inserted into the right femoral artery.,Left and right coronary arteries were studied with a 6FL4 and 6FR4 Judkins catheters respectively.  Cine coronary angiograms were done in multiple views.,Left heart catheterization was done using the 6-French pigtail catheter.  Appropriate pressures were obtained before and after the left ventriculogram, which was done in the RAO view.,At the end of the procedure, the femoral catheter was removed and Angio-Seal was applied without any complications.,FINDINGS:,1.  LV is normal in size and shape with good contractility, EF of 60%.,2.  LMCA normal.,3.  LAD has 20% to 30% stenosis at the origin.,4.  LCX is normal.,5.  RCA is dominant and normal.,RECOMMENDATIONS: , Medical management, diet, and exercise.  Aspirin 81 mg p.o. daily, p.r.n. nitroglycerin for chest pain.  Follow up in the clinic.",Surgery
"TITLE OF OPERATION:,  Bilateral endoscopic proximal shunt revision and a distal shunt revision.,INDICATIONS FOR OPERATION:,  Headaches, full subtemporal site.,PREOPERATIVE DIAGNOSIS: , Slit ventricle syndrome.,POSTOPERATIVE DIAGNOSIS: , Slit ventricle syndrome.,FINDINGS:,  Coaptation of ventricles against proximal end of ventricular catheter.,ANESTHESIA: , General endotracheal tube anesthesia.,DEVICES: , A Codman Hakim programmable valve with Portnoy ventricular catheter, a 0/20 proGAV valve with a shunt assist of 20 cm dual right-angled connector, and a flushing reservoir.,BRIEF NARRATIVE OF OPERATIVE PROCEDURE:,  After satisfactory general endotracheal tube anesthesia was administered, the patient was positioned on the operating table in the prone position with the head held on a soft foam padding.  The occipital area was shaven bilaterally and then the areas of the prior scalp incisions were infiltrated with 0.25% Marcaine with 1:200,000 epinephrine after routine prepping and draping.  Both U-shaped scalp incisions were opened exposing both the left and the right ventricular catheters as well as the old low pressure reservoir, which might have been leading to the coaptation of the ventricles.  The patient also had a right subtemporal depression, which was full preoperatively.  The entire old apparatus was dissected out.  We then cut both the ventricular catheters and secured them with sutures so that __________ could be inserted.  They were both inspected.  No definite debris were seen.  After removing the ventricular catheters, the old tracts were inspected and we could see where there was coaptation of the ventricles against the ventricular catheter. ",Surgery
"PREOPERATIVE DIAGNOSIS: , Rotated cuff tear, right shoulder.,POSTOPERATIVE DIAGNOSES:,1.  Rotated cuff tear, right shoulder.,2.  Glenoid labrum tear.,PROCEDURE PERFORMED:,1.  Arthroscopy with arthroscopic glenoid labrum debridement.,2.  Subacromial decompression.,3.  Rotator cuff repair, right shoulder.,SPECIFICATIONS:,  Intraoperative procedure was done at Inpatient Operative Suite, room #1 at ABCD Hospital.  This was done under interscalene and subsequent general anesthetic in the modified beach chair position.,HISTORY AND GROSS FINDINGS: , The patient is a 48-year-old with male who has been suffering increasing right shoulder pain for a number of months prior to surgical intervention.  He was completely refractory to conservative outpatient therapy.  After discussing the alternative care as well as the advantages, disadvantages, risks, complications, and expectations, he elected to undergo the above stated procedure on this date.,Intraarticularly, the joint was observed.  There was noted to be a degenerative glenoid labrum tear.  The biceps complex was otherwise intact.  There were minimal degenerative changes at the glenohumeral joint.  Rotator cuff tear was appreciated on the inner surface.  Subacromially, the same was true.  This was an elliptical to V-type tear.  The patient has a grossly positive type III acromion.,OPERATIVE PROCEDURE: , The patient was laid supine on the operating table after receiving interscalene and then general anesthetic by the Anesthesia Department.  He was safely placed in modified beach chair position.  He was prepped and draped in the usual sterile manner.  Portals were created outside to end, posterior to anterior, and",Surgery
"PREOPERATIVE DIAGNOSIS:,  Nuclear sclerotic cataract, right eye.,POSTOPERATIVE DIAGNOSIS:,  Nuclear sclerotic cataract, right eye.,OPERATIVE PROCEDURES:,  Kelman phacoemulsification with posterior chamber intraocular lens, right eye.,ANESTHESIA:,  Topical.,COMPLICATIONS:,  None.,INDICATION: , This is a 40-year-old male, who has been noticing problems with blurry vision.  They were found to have a visually significant cataract.  The risks, benefits, and alternatives of cataract surgery to the right eye were discussed and they did agree to proceed.,DESCRIPTION OF PROCEDURE:,  After informed consent was obtained, the patient was taken to the operating room.  A drop of tetracaine was instilled in the right eye and the right eye was prepped and draped in the usual sterile ophthalmic fashion.  A paracentesis was created at ** o'clock.  The anterior chamber was filled with Viscoat.  A clear corneal incision was made at ** o'clock with the 3-mm diamond blade.  A continuous curvilinear capsulorrhexis was begun with a cystotome and completed with Utrata forceps.  The lens was hydrodissected with a syringe filled with 2% Xylocaine and found to rotate freely within the capsular bag.  The nucleus was removed with the phacoemulsification handpiece in a stop and chop fashion.  The residual cortex was removed with the irrigation/aspiration handpiece.  The capsular bag was filled with Provisc and a model SI40, 15.0 diopter, posterior chamber intraocular lens was inserted into the capsular bag without complications and was found to rotate and center well.  The residual Provisc was removed with the",Ophthalmology
"PREOPERATIVE DIAGNOSIS: , Cataract, right eye.,POSTOPERATIVE DIAGNOSIS:,  Cataract, right eye.,PROCEDURE:,  Phacoemulsification with intraocular lens placement, right eye.,ANESTHESIA: , Monitored anesthesia care,ESTIMATED BLOOD LOSS: , None,COMPLICATIONS:,  None,SPECIMENS:,  None,PROCEDURE IN DETAIL: , The patient had previously been examined in the clinic and was found to have a visually significant cataract in the right eye.  The patient had the risks and benefits of surgery discussed.  After discussion, the patient decided to proceed and the consent was signed.,On the day of surgery, the patient was taken from the holding area to the operating suite by the anesthesiologist and monitors were placed.  Following this, the patient was sterilely prepped and draped in the usual fashion.  After this, a lid speculum was placed, preservative-free lidocaine drops were placed, and the SuperSharp blade was used to make an anterior chamber paracentesis.  Preservative-free lidocaine was instilled into the anterior chamber, and then Viscoat was instilled into the eye.,The 3.0 diamond keratome was then used to make a clear corneal temporal incision.  Following this, the cystotome was used to make a continuous tear-type capsulotomy.  After this, BSS was used to hydrodissect and hydrodelineate the lens.  The phacoemulsification unit was used to remove the cataract.  The I&A unit was used to remove the residual cortical material.  Following this, Provisc was used to inflate the bag.  The lens, a model SA60AT of ABCD diopters, serial #1234, was inserted into the bag and rotated into position using",Surgery
"PRESENT ILLNESS: , The patient is a very pleasant 69-year-old Caucasian male whom we are asked to see primarily because of a family history of colon cancer, but the patient also has rectal bleeding on a weekly basis and also heartburn once every 1 or 2 weeks.  The patient states that he had his first colonoscopy 6 years ago and it was negative.  His mother was diagnosed with colon cancer probably in her 50s, but she died of cancer of the esophagus at age 86.  The patient does have hemorrhoidal bleed about once a week.  Otherwise, he denies any change in bowel habits, abdominal pain, or weight loss.  He gets heartburn mainly with certain food such as raw onions and he has had it for years.  It will typically occur every couple of weeks.  He has had no dysphagia.  He has never had an upper endoscopy.,MEDICAL HISTORY: , Remarkable for hypertension, adult-onset diabetes mellitus, hyperlipidemia, and restless legs syndrome.,SURGICAL HISTORY: , Appendectomy as a child and cholecystectomy in 2003.,MEDICATIONS:  ,His medications are lisinopril 40 mg daily, hydrochlorothiazide 25 mg daily, metformin 1000 mg twice a day, Januvia 100 mg daily, clonazepam 10 mg at bedtime for restless legs syndrome, Crestor 10 mg nightly, and Flomax 0.4 mg daily.,ALLERGIES: , No known drug allergies.,SOCIAL HISTORY: , The patient is retired.  He is married.  He had 4 children.  He quite smoking 25 years ago after a 35-year history of smoking.",Gastroenterology
"PREOPERATIVE DIAGNOSES: , Dysphagia and esophageal spasm.,POSTOPERATIVE DIAGNOSES: , Esophagitis and esophageal stricture.,PROCEDURE:,  Gastroscopy.,MEDICATIONS:,  MAC.,DESCRIPTION OF PROCEDURE: , The Olympus gastroscope was introduced into the oropharynx and passed carefully through the esophagus, stomach, and duodenum, to the third portion of the duodenum.  The hypopharynx was normal and the upper esophageal sphincter was unremarkable.  The esophageal contour was normal, with the gastroesophageal junction located at 38 cm from the incisors.  At this point, there were several linear erosions and a sense of stricturing at 38 cm.  Below this, there was a small hiatal hernia with the hiatus noted at 42 cm from the incisors.  The mucosa within the hernia was normal.  The gastric lumen was normal with normal mucosa throughout.  The pylorus was patent permitting passage of the scope into the duodenum, which was normal through the third portion.  During withdrawal of the scope, additional views were obtained of the cardia, confirming the presence of a small hiatal hernia.  It was decided to attempt dilation of the strictured area, so an 18-mm TTS balloon was placed across the stricture and inflated to the recommended diameter.  When the balloon was fully inflated, the lumen appeared to be larger than 18 mm diameter, suggesting that the stricture was in fact not a significant one.  No stretching of the mucosa took place.  The balloon was deflated and the scope was withdrawn.  The patient tolerated the procedure well and was",Surgery
"SUBJECTIVE: , Review of the medical record shows that the patient is a 97-year-old female patient who has been admitted and has been treated for community acquired pneumonia along with COPD exacerbation.  The patient does have a longstanding history of COPD.  However, she does not use oxygen at her independent assisted living home.  Yesterday, she had made improvement since being here at the hospital.  She needed oxygen.  She was tested for home O2 and qualified for it yesterday also.  Her lungs were very tight.  She did have wheezes bilaterally and rhonchi on the right side mostly.  She appeared to be a bit weak and although she was requesting to be discharged home, she did not appear to be fit for it.,Overnight, the patient needed to use the rest room.  She stated that she needed to urinate.  She awoke, decided not to call for assistance.  She stated that she did have her nurse call light button next to her and she was unable to gain access to her walker.  She attempted to walk to the rest room on her own.  She sustained a fall.  She stated that she just felt weak.  She bumped her knee and her elbow.  She had femur x-rays, knee x-rays also.  There was possibility of subchondral fracture and some swelling of her suprapatellar bursa on the right side.  This morning, she denied any headache, back pain or neck pain.",GeneralMedicine
"Her evaluation today reveals restriction in the range of motion of the cervical and lumbar region with tenderness and spasms of the paraspinal musculature.  Motor strength was 5/5 on the MRC scale.  Reflexes were 2+ and symmetrical.  Palpable trigger points were noted bilaterally in the trapezius and lumbar paraspinal musculature bilaterally.,Palpable trigger points were noted on today's evaluation.  She is suffering from ongoing myofascitis.  Her treatment plan will consist of a series of trigger point injections, which were performed today.  She tolerated the procedure well.  I have asked her to ice the region intermittently for 15 minutes off and on x 3.  She will be followed in four weeks' time for repeat trigger point injections if indicated.,",Orthopedic
"CHIEF COMPLAINT:,  Chronic otitis media.,HISTORY OF PRESENT ILLNESS:,  This is a 14-month-old with history of chronic recurrent episodes of otitis media, totalling 6 bouts, requiring antibiotics since birth.  There is also associated chronic nasal congestion.  There had been no bouts of spontaneous tympanic membrane perforation, but there had been elevations of temperature up to 102 during the acute infection.  He is being admitted at this time for myringotomy and tube insertion under general facemask anesthesia.,ALLERGIES:,  None.,MEDICATIONS:,  None.,FAMILY HISTORY:,  Noncontributory.,MEDICAL HISTORY: , Mild reflux.,PREVIOUS SURGERIES:,  None.,SOCIAL HISTORY: , The patient is not in daycare.  There are no pets in the home.  There is no secondhand tobacco exposure.,PHYSICAL EXAMINATION: , Examination of ears reveals retracted poorly mobile tympanic membranes on the right side with a middle ear effusion present.  Left ear is still little bit black.  Nose, moderate inferior turbinate hypertrophy.  No polyps or purulence.  Oral cavity, oropharynx 2+ tonsils.  No exudates.  Neck, no nodes, masses or thyromegaly.  Lungs are clear to A&P.  Cardiac exam, regular rate and rhythm.  No murmurs.  Abdomen is soft and nontender.  Positive bowel sounds.,IMPRESSION: , Chronic eustachian tube dysfunction, chronic otitis media with effusion, recurrent acute otitis media, and wax accumulation.,PLAN:,  The patient will be admitted to the operating room for myringotomy and tube insertion under general facemask anesthesia.",Consult-HistoryandPhy.
"City, State,Dear Dr. Y:,I had the pleasure of seeing ABC today back in Neurology Clinic where he has been followed previously by Dr. Z.  His last visit was in June 2006, and he carries a diagnosis of benign rolandic epilepsy.  To review, his birth was unremarkable.  He is a second child born to a G3, P1 to 2 female.  He has had normal development, and is a bright child in 7th grade.  He began having seizures, however, at 9 years of age.  It is manifested typically as generalized tonic-clonic seizures upon awakening or falling into sleep.  He also had smaller spells with more focal convulsion and facial twitching.  His EEGs have shown a pattern consistent with benign rolandic epilepsy (central temporal sharp waves both of the right and left hemisphere).  Most recent EEG in May 2006 shows the same abnormalities.,ABC initially was placed on Tegretol, but developed symptoms of toxicity (hallucinations) on this medication, he was switched to Trileptal.  He has done very well taking 300 mg twice a day without any further seizures.  His last event was the day of his last EEG when he was sleep deprived and was off medication.  That was a convulsion lasting 5 minutes.  He has done well otherwise.  Parents deny that he has any problems with concentration.  He has not had any behavior issues.  He is an active child and participates in sports and some motocross activities.",Neurology
"PREOPERATIVE DIAGNOSIS: , Right breast mass with atypical proliferative cells on fine-needle aspiration.,POSTOPERATIVE DIAGNOSIS:,  Benign breast mass.,ANESTHESIA: , General,NAME OF OPERATION:,  Excision of right breast mass.,PROCEDURE:,  With the patient in the supine position, the right breast was prepped and draped in a sterile fashion.  A curvilinear incision was made directly over the mass in the upper-outer quadrant of the right breast.  Dissection was carried out around a firm mass, which was dissected with surrounding margins of breast tissue.  Hemostasis was obtained using electrocautery.  Frozen section exam showed a fibroadenoma with some proliferative hyperplasia within the fibroadenoma, but appeared benign.  The breast tissues were approximated using 4-0 Vicryl.  The skin was closed using 5-0 Vicryl running subcuticular stitches.  A sterile bandage was applied.  The patient tolerated the procedure well.,",Obstetrics/Gynecology
"S -, An 84-year-old diabetic female, 5'7-1/2"" tall, 148 pounds, history of hypertension and diabetes.  She presents today with complaint of a very painful left foot because of the lesions on the bottom of the foot.  She also has a left great toenail that is giving her problems as well.,O - ,Plantar to the left first metatarsal head is a very panful hyperkeratotic lesion that measures 1.1 cm in diameter.  There is a second lesion plantar to the fifth plantarflex metatarsal head which also measures 1.1 cm in diameter.  These lesions have become so painful that the patient is now having difficulty walking wearing shoes or even doing gardening.  The first and fifth metatarsal heads are plantarflexed.  Vibratory sensation appears to be absent.  Dorsal pedal pulses are nonpalpable.  Varicose veins are visible to the skin on the patient's feet that are very thin, almost transparent.  The medial aspect of the left great toenail has dried blood under the nail.  The nail itself is very opaque, loose from the nailbed almost rotten, opaque, discolored, hypertrophic.  All of the patient's toenails are elongated and discolored and opaque as well.  There is dried blood under the medial aspect of the left great toenail.,A - ,1.  Painful feet.,",Surgery
