,text,label
31,"Dead mystery writer Alexander Penn Arlington (Williams) is distraught when he arrives in Heaven not knowing who killed him with a letter opener, as he wrote 75 novels and demands to know the answer. His recording angel, Wilfred (Napier), returns Alexander to Earth to repeat his last day to investigate, and he is awakened by his butler, Horace (Robles). Alexander's fired assistant Talbot (Coolidge), money-owing nephew Vincent (Slack), openly unfaithful wife Carol (Blake), and his wife's lover Wally Benson (Paris) all have motives. In his study, he tells them all that one of them is planning his death for midnight and asks them all questions. Benson turns off the light and Alexander is killed in the dark without seeing who did it. Returning to Heaven, Wilfred points out that the killer must have trusted the person who turned off the light, so Alexander deduces that it must have been Carol.
",196
32,"London, 1954. Reporter Raymond Houston (Nelson) stays overnight in a London wax museum (in the Murderers' Den section) in order to write an important article (""A Night with Marriner's Murderers""). Raymond is desperate as he owes a sizeable gambling debt and is being threatened with prosecution. Mr. Marriner (Sloane), the chief sculptor of the wax figures, is depressed that the death penalty will soon be outlawed, and therefore he will have no new figures to introduce after that of the murderous barber Bourdette (Ophir). Raymond, who is claustrophobic, hallucinates that one of the wax figures (Bourdette) is alive (and who says that he is the actual murderer and escaped from custody), converses with him, and then has his throat cut by the figure. Raymond is found dead the next morning as the museum staff brings the actual Bourdette wax figure into the den.
",196
33,"Mrs. Cannon-Hughes (Greer) visits a lawyer, Paul Brett (Webber), to tell him of her suspicions that her husband Gilbert Hughes (Smith) murdered his first wife. She had been nurse to his wife, who she felt disliked her and soon died under her care. Afterward, Gilbert asked her out and they began dating. After they married and went on honeymoon, Cannon-Hughes reported that Gilbert acted out giving his wife a fatal dose of medicine while sleepwalking. She states that he watches her at all times. Soon afterward, Gilbert dies, supposedly of suicide due to an unbalanced mind. Ms. Cannon-Hughes and Brett begin a relationship and get married, but when Brett accidentally discovers that Ms. Cannon-Hughes killed both Gilbert and his first wife (by her talking in her sleep about giving an extra dose of medicine), Mrs. Cannon-Hughes-Brett kills him as well after hearing recordings of her new husband's findings.
",197
34,"Pedro Siqueras (Opatoshu) fakes paralysis, even initially with his wife Lolla (Colon), after a train wreck in order to collect a huge insurance settlement from insurance adjustor Señor Vargas (DeKova). After collecting the money, he doesn't want to stay in the wheelchair. The local priest (Cianelli) introduces them to a young girl named Maria (Pedroza) who really is paralyzed and is pulled around on a cart by a goat. He discovers that she has been going to a nearby holy shrine for years hoping for a cure. Pedro gets an idea to do the same, so he visits the shrine overseen by a nun (Menard) and begins to pray. On the fifth day of his prayer, he stands and pretends to be healed. After he stands, his legs collapse. He discovers that he is now paralyzed for real. At the same time, some distance away, Maria is cured.
",197
35,"Ben Conan (Philips) and Peter Talbot (Tremayne) count up how much money Talbot owes Sheldon while Talbot's wife Lisa (Scala) criticizes him for his losses. Peter collapses from alcoholic consumption and Lisa embraces Ben romantically, detailing to Ben how she wants to divorce Peter but cannot afford to because of community property laws. Ben is actually a con artist named Fred Sheldon who targets wealthy married women and claims his wealth comes from owning a silver mine. His current con on Lisa is threatened by private detective and former San Francisco vice squad detective Alvin Moss (Collins), who knows about his past and his various aliases. Fred tells Lisa that Peter is pressing him and asks Lisa for $10,000 for his fake mine. Fred murders Peter by drowning him in the bathtub, but he then Moss immediately arrives and tells Fred that he was, in fact, hired by Lisa, who used Fred to kill her husband by convincing Fred that Peter had heart problems.
",197
36,"Successful author Kerwin Drake (Emery) comes home to his secretary Tina (Johnston) preparing hors d'oeuvres for his coming guests. He receives a surprise visit from Molly (Van Fleet), the wife he walked out on 22 years ago. Molly has an apartment three blocks away and saw him in the society pages. Kerwin has made a new name and new life for himself with young Sylvia Colton (Hackett) and refuses to acknowledge Molly; instead, he tells his publisher Harold Standish (Rhodes) and friends George (Robinson) and Mrs. (Givney) Colton and Lydia Standish (Frost) that she is his cook. Later, Kerwin visits Molly at her apartment and offers up to $10,000 for her to leave him alone. After they argue, he strangles her to death. The murder is witnessed by his friend Lydia Standish, who was at the apartment to hire Molly as a cook.
",198
37,"Hoping to profit from life insurance fraud, siblings Katherine (Matthews) and Fitzhugh 'Fitz' Oldham (Cronyn) plan to torch their house and have a homeless man, Jorgy (Gleason), die in Fitzhugh's place. Forgetful pyromaniac Fitz is especially distraught at having to destroy his butterfly collection and kill all his birds, being an avid bird watcher. They invite Jorgy to eat a hearty meal of stew and dress Jorgy in a suit of Fitz's clothes before putting sleeping medicine in his glass of milk. The plan backfires when, once they have lit the fire, they are unable to put Fitz's identifying ring on Jorgy. The siblings have no choice but to save themselves and Jorgy, and they get to watch the house burn as firemen (Ragan) attempt to put it out and a neighbor (Listz) serves them coffee while proclaiming Fitz a hero.
",199
38,"Miserly Alexander Gifford (Day) decides to kill his wife, Jennifer (Backes), when she starts spending money on herself (after she finds over $33,000 is held in various bank accounts). Alex knows that he cannot commit a violent act of murder himself, so he explores various options, most of which he considers to be too expensive. He visits the county jail to solicit mobster Monk McGinnis (Richards), talks to a hitman (Lambert) (but considers $500 too much money), and talks to a scientist (Essler) regarding poisons (but considers $600 too much for poisoned perfume). He ends up giving her food poisoning (botulism) himself through her ham dinner, which a doctor (Clarke) confirms could be fatal in a large quantity. After she dies, he finds out that it would cost $160 to bury her with a funeral, so he sells her cadaver to a medical university for $75 instead.
",201
39,"Ernest Findlater (Williams), who has suffered years of verbal abuse by his wife Minnie (Elsom), fantasizes about her death. He invents Lalage (Baxley), an imaginary exotic lover from the South Seas taken from a caricature on a vacation advertisement. He tells her of another fantasy he frequently has in which he arrives home to find his maid Bridget (Glessing) in tears and Dr. Manley (Kingsford) informing him of Minnie's death. At his club, after speaking with attendant Rogers (Gould-Porter), Lalage appears and encourages him to murder his wife, and Ernest spends weeks preparing every detail to ensure success without discovery, including climbing a rope for sneaking practice and convincing Minnie to write a will and leave everything to other people so that there would be no motive. When Ernest finally returns home to commit the deed while dressed in a disguise, he finds that Minnie has died of natural causes via a stroke.
",202
40,"Reporter and practical joker Bradley (Salmi) pulls a prank on easily-confused morgue attendant Pop Henderson (Ates) by pretending to be a corpse and ""coming alive"". When Pop goes to get a police sergeant to confirm his findings, Bradley sneaks out, leaving Pop embarrassed. Pop is threatened with forced retirement by the police captain (Watts) for falling for the pranks of reporters such as Bradley, Andrews (Coburn), Morgan (Jostyn), and Dave (Kirkwood, Jr.). Bradley goes out to celebrate by heavily drinking and angers a woman named Millie (Carleton), a man named Mike (Benedict), and a bartender (Barron) with his practical jokes, and he is knocked out in a physical dispute with Mike and dumped outside on the street. When Bradley is later brought to the morgue presumed dead (but only actually paralyzed), Pop refuses to believe that Bradley's moaning is real and puts him inside the freezer.
",204
41,"Julia Reddy (Francis) fixes dinner for her husband Marco (Hashim) and his brothers Kenny (Wells) and Sam (Ponti). When Marco tells her that he is working late again with his brothers, Julia is angry to be left alone again. She wants a dog, but Marco has allergies. Late at night, she hears a noise and calls the police (Pope and McLeod). The police think it's a false alarm cause by cats, but she gets an idea. She calls a detective and asks him to find the prowler. When Detective Parks (Ging) arrives, she speaks of her past in Cincinnati and tries to seduce him. Marco arrives, but when he sees the pair, he doesn't get jealous. He tries to run away. The detective apprehends Marco and Julie discovers that Marco and his brothers have been robbing warehouses at night; indeed, Marco's actual name is Harry Miland. Her unwitting trick on her husband has gotten him arrested. 
",204
42,"While traveling on a cruise ship, William Botibol (Wynn) bets heavily in a betting pool on how many miles the ship travels every day, despite the facts that he perennially loses, that he cannot afford to match the stakes set by others such as the wealthy Mr. and Mrs. Renshaw (Bourneuf and Wray), and that his wife Ethel (Platt) begs him to not gamble. The ship enters a heavy storm system and slows considerably, with William getting information that the ship will continue to precede at that rate consistently (and William bets accordingly). When the storm clears and the ship then goes faster than William expected, he decides to jump off the ship to force it to stop. He makes sure that a young woman, Emily (Lang), is there to see him jump, assuming that she will call for help. However, Emily is intellectually disabled and does not react excitedly after he jumps over the railing, leaving her mother (Lloyd) to ignore her.
",206
43,"Gil Dalliford (Allen), who had an extremely close relationship with his late father, Jonathan (Kennedy), narrates their closeness while revisiting his former home. He flashes back to his father informing him of beginning a relationship with his secretary, later stepmother, Rosine (Johnson), whom Gil has always despised. He accuses Rosine of killing his father while he was traveling in Mexico City, as he does not believe the report of Dr. Mack (Kingsford). Gil visited Mexico City on the advice of, and with, his friend Don (Wilder). It was then that he gave a giant bottle of poisoned brandy to Rosine in order to kill her. Gil's investigation uncovers the bottle in question, and Rosine admits that she had guessed that it was poisoned and so gave it to Jonathan instead, thusly killing him. She confesses that breaking Jonathan and Gil apart had broken her marriage to Jonathan apart as well, and she was desperate not to be left with nothing.
",206
44,"Over the protests of his wife Elsa, Keith Hollin rents a beach house. Elsa dislikes the house and is disturbed by her husband's digging of a grave-like hole in the basement. She is further disturbed when she finds out that Keith is seeing a local girl named Rachel. When Keith tells Elsa that he wants to buy the house, she decides to foil his plan by contacting the wife of the current owner to tell her to not to sell. Keith, however, grows angry and kills Elsa. He buries her body in the basement, but is surprised when the police arrive. The police carry shovels and want to dig up the basement. The police tell Keith that Elsa discovered the wife of the house's owner was missing. She tipped off the police and they began an investigation. They called the house's owner in for questioning and he confessed to murdering his wife. He told them that he buried his wife in the basement of the beach house. The police are at the beach house to dig up the basement so that they can find the body.
",211
45,"Tom Fortnam (Lazer), like many boys all over the country, is excitedly buying mail-order mushrooms to grow in his home's cellar. Bill Fortnam (Dunne) discusses with his neighbor Roger (Maxwell) the concept of intuition and how people are starting to disappear. Bill and his wife Cynthia Fortnam (Straight) are worried when Roger mysteriously disappears after warning them that something catastrophic is going to happen. Roger's wife Dorothy (Whitney) begs Bill to find Roger. Bill and Cynthia get a telegram (from Roger) urging them not to accept any special deliveries. Bill then gets a call from police, who says that Roger willfully and cheerfully was found taking a train to New Orleans. Bill posits an alien invasion by space spores that grow into mushrooms and possess human bodies after being eaten. This is confirmed when Tom acts strangely by ordering the lights to be kept off for the mushrooms and then demanding that Bill eat some of his mail-order mushrooms (which he then does, seemingly under mental manipulation by Tom).
",212
