text,label
"Daniel Pardway builds his Chicago department store, the Bazaar, from nothing into a major success, making him wealthy. After the birth of his fourth child, he is left widowed. He raises his three sons and one daughter the best he can, denying them nothing, dreaming of one day leaving his store in their hands. When they are all adults, he turns to each of his sons in turn (he dismisses his daughter because she is a girl), but all of them prove unwilling or unable to manage the store.",drama
"In 1914, a group of British soldiers is preparing to leave to fight in The Great War in France led by Captain Chris Baldry. He appears at one final farewell party thrown by his wife, Kitty, and throughout he seems withdrawn and distant.
The story moves on to 1916. Kitty and her companion, Jenny Baldry, are living in England. Jenny is concerned because they have heard nothing from Chris' regiment, but Kitty dismisses her fears, more concerned by the rising prices of commodities in wartime Britain.
Their quiet war is shattered by the unexpected visit of a Margaret Grey, who has been written to by Chris from his hospital bed. She says Chris is ill and has been brought back to England, but cannot reveal more. Kitty refuses to believe the visitor and has her thrown out. It is only when she studies the telegram carefully that she realises it is genuine and that her husband is in fact in a London hospital.
When they visit, Kitty and Jenny see he is being treated for shell-shock, contracted on the Western Front. Chris doesn't remember his own wife, Kitty, and instead shouts that he wants to see Margaret Grey. Humiliated, his wife departs, not entirely convinced he isn't shamming his illness.
After a few days, Captain Baldry returns home, to a house that seems alien to him. His former friends are strangers, despite their efforts to reach out to him. He is more amused by simple pursuits, such as walking and staring into the river. He shows little interest in his wife Kitty, and the",drama
"Patrick Martin (Joseph Cotten), known as P.M., is a wealthy attorney and rancher in the border town of Nogales, Arizona. He returns home to find his brother Donald (Van Johnson) hiding in his garage. A former drunkard, Donald had been sent to the penitentiary five years previously for killing a man in a barroom brawl. It was in self-defense but P.M. hadn't defended his brother and he was convicted.
Donald has escaped and wants his brother to help him across the Santa Cruz River into the Mexico-side Nogales, where his wife (Shawn Smith) and children (Kim Charney and Sandy Descher) are in dire straits. The straits get even more dire when P.M. tells him the river is flooded and it will be days before anyone can cross.
P.M. is all atwitter because his wife Nora (Ruth Roman), whom he married after Donald had gone to prison, doesn't know about his jail-bird brother. He introduces Donald to Nora and the rest of his Cadillac Cowboy and ranch society friends as an old friend, Eric Bell, and is kept busy trying to make sure Donald doesn't find anything harder than ginger ale to drink.
Donald gets a telephone call telling him that his family has gone from dire straits to destitution, and when P.M. refuses to help through his contacts in the Mexico side of Nogales, Donald knocks him down, grabs a couple of bottles of whiskey and dashes out of the house into the rain.
Nora eventually discovers Donald's true identity and persuades P.M. to help Donald's family. But after a report that D",drama
"When two squeegee kids, Jackson (Kett Turton, Walking Tall) and Jenna (Katharine Isabelle, Ginger Snaps) descend upon Sarah (Michelle Nolden, Martha, Inc.) and her luxury sedan, the fuse is lit on a tense cat and mouse tale of captors and captives. Sarah is forced to continue her trip to an isolated cottage where the twisted trio bait and entice one another in a reckless search for truth. Show Me plunges us into a maze of mystery, desire, memory and self-sacrifice.",drama
"Winning a trip to Italy through a contest, Jackie (O'Grady) and her brother Tom (Pruett) join other winners Myrna (Demson), Yvette (Lind), Terri (Ulrich), Harlan (Zorek) and Tony (Modugno). They settle into the rooms of an old castle, together with Cassandra (Bailey), a rock star playing along in the contest. Wanting to get a leg up on each other, they all try to sneak out and find the prize before it starts, to no avail. When the contest begins, they start to die one-by-one from a mysterious source within the castle. Figuring that evil forces are at work, the remaining members race to stop the assailant from finishing their work.",drama
"Police Lieutenant Sam Carson spots Walter Bard's bullet-ridden corpse in a car brazenly left in front of the police station. Carson questions Janet Bradley after finding her name in the dead man's appointment book. She admits that the Bard had been blackmailing her friend for $20,000, and that she went to see him, though she had been able to raise only half the money. When he refused to settle for that, she claims she took what she came for at gunpoint. Max Calvert, a newspaper owner, pressures Carson to arrest Bradley to hurt her father's election campaign for mayor. Carson declines.
When Dr. Yager, the corrupt medical examiner, informs Calvert that Bard actually died from poison, Calvert orders him to get the body out of the police station and substitute another corpse for it before anyone else finds out.
Meanwhile, Carson interviews Bard's estranged wife, Nora, who is accompanied by her lawyer and boyfriend, Arthur Templeton.
Complications ensue when a prisoner pulls his own switch, taking the place of Bard's body to escape from the police station in an ambulance. Johnny Williams, the new reporter on the police beat, finds the missing body in a closet. He gets a scoop for his newspaper, and Carson gets his corpse back. The lieutenant notices there is very little blood for a fatal gunshot, so he orders another autopsy, by someone other than Yager.
Then Nora Bard and Arthur Templeton voluntarily confess to him that they lied before. Nora was in her husband's apartment wh",drama
The film is a story about an Outback farmer (William McInnes) who takes in an Afghani woman (Monic Hendrickx) after she escapes from a brothel. The film takes on many themes of human trafficking and the sex trade.,drama
"Foreign correspondent Jim Montgomery agrees to quit his job when his fiancée Frankie threatens to return home to San Francisco without him, tired of his profession always coming first. He remains in Bombay, India for one more assignment, investigating a report of missing jewels. A mysterious man called Chundra continues to observe him.
With the case still unsolved, Jim and Frankie board a plane to Manila, unaware that the gems are aboard. A passenger is mysteriously killed, but not before the jewels are hidden in Frankie's case. George Lewis, another passenger, admits to being a courier for the diamonds, saying they are meant to be a gift to a foreign dignitary. Lewis, too, is then killed.
Montgomery encounters the culprit and is in danger of being thrown from the plane, but he is rescued by Chundra, who is actually a government agent. Frankie can't blame Jim this time for being in a hurry to get back to work and report the story.",drama
"When the mother of his infant son unexpectedly passes away, struggling actor Mark (Mark Webber) grapples with fatherhood and his inability to grow up. And when he sparks with a single mother, he learns how his choices have real-life consequences.",drama
"Ellis (Onslow Stevens) runs Trans-Andean Air Service, a run-down company transporting supplies from Delgado, a tiny, remote outpost, over the Andes Mountains to some mines. To save money, Ellis uses worn-out aircraft and ""black sheep"" pilots and crew no one else will employ. He hires George Wilson (Van Heflin), and is surprised when he brings his new wife, Lee (Whitney Bourne). Chief pilot Paul Smith (Chester Morris) tries to get her to leave, but the Wilsons have no money. As time goes on, George proves to be a drunk. Paul protects him as best he can, as he has fallen in love with Lee. She eventually confesses that she loves him.[3]
After Hanson (Richard Lane}, an experienced pilot dies in crash witnessed by George, he begins to crack up. When George is too drunk to fly, Garth Hilton (Douglas Walton) takes his place and is killed in yet another crash. Distraught and seeking revenge, George then forces Ellis at gunpoint into an aircraft and takes off. In the mountains, George jumps to his death, leaving Ellis to die like too many others he had hired. Smith is left to take over, but decides to join Lee and leave together. ""Mousey"" Mousialovitch (Solly Ward), the chief mechanic and former pilot, takes over the operation, with the mine owners promising new aircraft will be delivered.[4]",drama
"The wealthy industrialist Ralph Clementi (Eduardo Ciannelli) after being released from a tavern in a drunken state he leaves his car near Rome, but came close to Lake Nemi , not noticing the broken road, he plunges into a ravine: the Ralph dies. Since he had taken out insurance on the life of himself in the amount of £100,000, his wife Barbara (Janis Paige) is going to collect the prize of the policy. Jack Di Marco (Tony Cento), insurance investigator, also thanks to the half-sister of the victim, Esther (Binnie Barnes), which appears detached from the sister-in-law and her fake pain, investigates the history of the protagonists. Esther secretly harbored feelings for her half-brother, now no longer young, but Ralph was in love with Barbara, a singer in nightclubs, and he married her. But over time the affection of Barbara at her husband had been reduced to a forced patience; in her life she had returned to her former lover, Jim West (Massimo Serato). Discovered by Ralph, she tried to get a divorce from him, but the man denied the satisfaction. Unable to separate from him legally, she decided to get rid of him. In a stormy night, she led a drunk Ralph to get into the car; two exchanged signs were the cause of the accident. Jim, who was also unaware of the intent of the fact, thanks to a confession of the villa caretaker, he feels that in planning the incident was Barbara. With these, disgusted about the perfidy of woman abandons her, she shoots him to death behind him. At the ",drama
"Barbara Nickerson and her upper-class boyfriend Josh Bickford are surprised at friend Stan Osgood's house when Twig Webster and his ill-mannered friends crash a private party there. Josh is appalled by Twig's behavior, but Barbara seems attracted to his animal magnetism.
John's conservative parents are concerned over his future. Twig, meanwhile, has an alcoholic mother, Hazel, who is abusive toward his father. At a party for adults, Twig finds his mother in a compromising position with another man. When they argue, she falls down a flight of stairs.
Twig becomes out of control, beating up Barbara, then also striking Josh when he tries to come to the girl's rescue. Barbara ends up hospitalized. Upon seeing their son's grief and also learning that Hazel has died, the Bickfords vow to become better parents to Josh.",drama
"Virginia Cunningham (Olivia de Havilland) is an apparently schizophrenic inmate at a mental institution called the Juniper Hill State Hospital (which treats only female patients). She hears voices and seems so out of touch with reality that she doesn’t recognize her husband Robert (Mark Stevens).
Dr. Kik (Leo Genn; as Mark Van Kensdelaerik, MD/""Dr. Kik"") works with her, and flashbacks show how Virginia and Robert met a few years earlier in Chicago. He worked for a publisher who rejected her writing, and they bumped into each other again in the cafeteria. Occasionally she continued to drop by the cafeteria so they get to know each other.
Despite their blossoming romance, Virginia abruptly leaves town without explanation. Robert moves to New York and bumps into her again at the Philharmonic. After she provides a loose excuse for her absence and departure, they pick up where they left off, though she remains evasive and avoids his desire for marriage. Eventually, Virginia brings up the possibility of marriage. They marry on May 7, but Virginia acts erratically again. She can’t sleep and loses touch with reality, as she feels it is November and snaps when Robert corrects her. The rest of the film follows her therapy. Dr. Kik puts her through electro-shock treatment and other forms of treatment including hypnotherapy. Dr. Kik wants to get to the ""causes of her unconscious rejection."" The film includes many flashbacks, including her earlier failed engagement to Gordon (Leif Erick",drama
"San Francisco police officer Frank Conner is in a frantic search for a compatible bone marrow donor for his son, Matt, who has leukemia. In desperation, he breaks into FBI headquarters and finds a perfect match. Unfortunately, it is Peter McCabe, a sociopath who is serving life in prison for several murders. During his time in prison, the brutal, cunning McCabe has attempted escape and killed several guards and fellow prisoners, and must be kept in multiple restraints when out of his isolation cell.
At first McCabe shows little interest in helping Conner, but later finds an opportunity to turn the situation to his advantage and devises a plot to escape. Biding his time, McCabe plays chess against a computer, easily defeating the program, and expresses the need for a challenge akin to Garry Kasparov or Deep Blue. Meanwhile, Conner, along with police captain Cassidy and Matt's doctor, Dr. Hawkins, prepare for McCabe to be transferred to the hospital for the transplant.
At the hospital, McCabe is given a sedative. With the aid of a counteracting drug he had obtained from a fellow inmate, McCabe slips out of his restraints, attacks the guards and attempts to escape.
Conner and a fellow officer corner him, but McCabe holds a scalpel to Hawkins' throat. Conner drops his gun. The other officer gets the drop on him, but Hawkins warns the police that if McCabe dies, his bone marrow becomes useless. Conner stands in the way of the other officer; McCabe takes his gun and shoots the o",drama
A married pianist (Charles Boyer) deserts his mentally troubled wife when he falls in love with a pretty waitress (Irene Dunne).,drama
"Harold Lamb (Harold Lloyd), a bright-eyed but naïve young man, enrolls at Tate University. On the train there, he meets Peggy (Jobyna Ralston). They are attracted to each other.
Harold decides that the best way to ensure his popularity at school is to emulate his movie idol, The College Hero, down to mimicking a little jig he does before greeting anyone, and taking his nickname, ""Speedy"". However, the College Cad (Brooks Benedict) quickly makes him the butt of an ongoing joke, of which the freshman remains blissfully unaware. Harold thinks he is popular, when in fact he is the laughingstock of the whole school. His only real friend is Peggy, who turns out to be his landlady's daughter. She is described in one of the film's title cards as ""the kind of girl your mother must have been"".
He tries out for the football team. The coach (Pat Harmon) is unimpressed, but as Harold has damaged their only practice tackle dummy, the coach uses him in its place. At the end of practice, though, he approves of Harold's enthusiasm (undiminished after repeated tackling). The coach is about to dismiss the freshman when Chet Trask (James Anderson), the captain and star of the team, suggests making him their water boy, while letting him think he has made the squad.
Harold is persuaded to host the annual ""Fall Frolic"" dance. His tailor is late making his suit; with the dance well underway, it is barely being held together by basting stitches, but Harold puts it on and hopes for the best. During",comedy
"Police assistant Lance Boyle is a childish detective who is lumbered with worthless police cases. However, after several murders in a nearby wood that concern Killer Tomatoes, Lance finds himself working alongside Kennedy Johnson, a Tomatologist, to solve the murders.
Nearby, Professor Mortimer Gangreen (John Astin) has begun using subliminal mind control on his talk show, disguised as talk show host Jeronahew. After kidnapping members of the Press and Media, Gangreen and his assistant Igor plot to use his brainwashed Press members, as well as the Subliminal Mind control, to overpower the human race and make the world a planet run by himself and his killer tomatoes.
Following countless killer tomatoes attacks, Lance and Kennedy finally reach Gangrene's hideout, where they must pit themselves against killer tomatoes, brainwashed newsreaders and a giant Bacon, Lettuce and Human sandwich, of which Kennedy may be a part. With help from FT, (Fuzzy Tomato, from Return of the Killer Tomatoes) Lance rescues Kennedy and Gangreen is defeated, left at the mercy of the hungry killer tomatoes.",comedy
"In New York City in the 1870s, as the city prepares for the upcoming election, corrupt political boss William Tweed (Vincent Price) and his Tammany Hall political machine are working hard to re-elect their candidates, including Mayor Oakley (Hobart Cavanaugh), in order to continue exploiting the coffers of the city and state. The one voice opposing Boss Tweed's organization is John Matthews (Dick Haymes), a young naïve reporter for The New York Times.
When Irish immigrant Timothy Moore (Albert Sharpe) and his singing daughter Rosie (Deanna Durbin) arrive in New York City hoping for a better life, they are set upon immediately by Rogan (Tom Powers), one of Boss Tweed's men. The illiterate Timothy agrees to vote twenty-three times for the Tammany ticket, and is rewarded with $50 and an invitation to Boss Tweed's victory party. At the party, Rosie inadvertently overhears Boss Tweed's latest plan to embezzle the city's coffers through the unnecessary renovation of Central Park. Fearing that Rosie may know about his plan, Boss Tweed appoints the unknowing Timothy to the post of Park Superintendent.
Sometime later, John meets Timothy, the new Park Superintendent. Unaware that John is a reporter, Timothy reveals that some of the park's zoo animals are actually being raised for Boss Tweed's consumption. After John's story appears in the paper, Timothy is fired, but when Rosie appeals to an infatuated Boss Tweed to give her father another chance, he agrees. Also smitten with Rosie, ",comedy
Tanya returns to her hometown after working as a model in Moscow. She decides to marry Mishka. A series of unexpected events arise during the process.,comedy
"George Khan is a Pakistani Muslim who has lived in Britain since 1937. He has a wife in Pakistan. He and his second wife Ella, a British Roman Catholic woman of Irish descent, have been married for twenty-five years and have seven children together; Nazir, Abdul, Tariq, Maneer, Saleem, Meenah and Sajid. George and Ella run a popular fish and chip shop in the neighborhood.
While George is obsessed with the 1971 war between East and West Pakistan and arranging marriages for his children, the children themselves, who were born and brought up in Britain, increasingly see themselves as British and reject Pakistani customs of dress, food, religion and living. After George disowns Nazir for running out on his arranged marriage, he immediately begins making plans to have another one planned to maintain his image.
While on a trip to Bradford, George is introduced to Mr Shah, a fellow Pakistani Muslim who wishes to marry off his two unattractive daughters. George arranges in secret for Abdul and Tariq to marry them, despite Ella's misgivings, a conversation that Sajid overhears. During a sibling quarrel, Sajid reveals the arranged marriage; Tariq, the most rebellious of the sons and who is in a relationship with a local girl, flies into a rage and defiles the wedding garments George had bought. The most obedient son, Maneer, is caught by George trying to tidy the mess up and beaten when he refuses to tell George who was responsible; Ella intervenes and is also beaten. Tariq travels t",comedy
"The story involves two newlyweds, Keaton and Seely, who receive a build-it-yourself house as a wedding gift. The house can be built, supposedly, in ""one week"". A rejected suitor secretly re-numbers packing crates. The movie recounts Keaton's struggle to assemble the house according to this new ""arrangement"". The end result is depicted in the picture. As if this were not enough, Keaton finds he has built his house on the wrong site and has to move it. The movie reaches its tense climax when the house becomes stuck on railroad tracks. Keaton and Seely try to move it out the way of an oncoming train, which eventually passes on the neighboring track. As the couple look relieved, the house is immediately struck and demolished by another train coming the other way. Keaton stares at the scene, places a 'For Sale' sign with the heap (attaching the building instructions) and walks off with Seely.
The New York Times movie review said, ""One Week, a Buster Keaton work, has more fun in it than most slap-stick, trick-property comedies.""[3]",comedy
"Jack ""Deuce"" Cooper (Matt LeBlanc) is a farm boy who arrives at an open tryout for the Santa Rosa Rockets minor league baseball team. He makes the team after blowing away the scouts with his 'rocket' arm as well as having a strong training camp. Deuce also befriends a chimpanzee, 'Ed,' after being told he is his new roommate/teammate. After they move into their apartment, Deuce develops a relationship with his neighbor, Lydia. Also, Ed becomes very close with her daughter, Elizabeth. Deuce's game really begins to take off as well as Ed's and the team becomes a league contender. Deuce's coach, Chubb, thinks Deuce can be an MLB starter if he keeps his head on straight. But after the owners sell Ed to make a buck, Deuce takes matters into his own hands and goes to find Ed only to see him being tortured by a pair of goons. Deuce saves Ed but Ed escapes and finds a truck of Frosted Bananas and doesn't realize he is stuck inside the trailer, which is ice cold. Ed ends up in the hospital from almost freezing to death before the final game of the season and Deuce questions his own ability to continue playing without his best friend. Deuce ends up playing and struggles right off the bat. But when Ed, Elizabeth and Lydia arrive at the game together, Deuce turns up the heat and the Rockets take the championship. Ed, Deuce, Lydia and Elizabeth then become a family and live happily ever after.",comedy
"Charles Nichols is a respected doctor. He is also a new widower, and as soon as he returns to Los Angeles from a tropical vacation and period of mourning, he finds himself propositioned by a number of women.
The hospital where Charley works is ineptly run by Dr. Amos Willoughby, a senile chief of staff. Typical of the incompetence there is the way a fractured jaw of patient Ann Atkinson is being treated by Willoughby with a primitive contraption.
Charley frees her from the device, angering Willoughby for stealing a patient. Charley and his pal Dr. Norman Solomon know something needs to be done about Willoughby, but because the ""old fart"" now has a hold on him, Charley agrees to nominate Willoughby for one more term as the hospital's chief.
The divorced Ann proves attractive to Charley. She is a bright conversationalist and bakes delicious cheesecake that she sells. Charley enjoys being with her and helps her land a job at the hospital, but with all the available women out there, he is reluctant to commit to a monogamous relationship. Ann finally persuades him to agree to a trial period of a few weeks.
At the hospital, a botched diagnosis leads to the death of a wealthy owner of a baseball team. The widow, Ellen Grady, intends to sue for millions, saying the only thing she knows about medicine is that nobody at this place can practice it.
Charley tries to charm her. They share a common background and Mrs. Grady is definitely interested in him. But she nonetheless adamantl",comedy
"Home from the war, Captain Tony Travis (Alan Marshal) eyes an estate in Santa Barbara and wonders what it must be like to be that rich. It is the property of the fabulously wealthy Nora Hunter (Laraine Day), who has secretary and friend Sylvia Lockwood (Marsha Hunt) impersonate her in public. Longtime guardian Jonathan Connors (Edgar Buchanan) protects his ward's privacy zealously. During a ship launching, a press photographer takes Nora's picture, but Connors sees to it that the camera film is ruined.
Sylvia tells Nora that she is quitting so that she can accompany her husband, Phil Vernon (Allyn Joslyn), whose job requires him to move to Washington. Nora decides to marry her fiance Donald (William Post Jr.) so that Sylvia can be her maid of honor at her wedding, but when Donald returns from military duty, he breaks the news that he has fallen in love with someone else.
Nora hosts a tea, but has Sylvia again pretend to be her. There she meets and takes a liking to Tony, but he is more interested in Sylvia. On hearing him vow that love is more important to him than money, Nora and Sylvia invite him to a weekend at Nora's beach house. Nora helps Tony court Sylvia, so that if he does genuinely love the real Nora, it will not be because of her money. All of her friends tell her she is being foolish, that nobody can resist that much temptation, but she stubbornly persists.
Mix-ups ensue. While tipsy, Sylvia accepts a marriage proposal from Tony. That night, Tony sees Phil snea",comedy
Jeff Longstreet and Laura Weeks are paired together to take care of a group of wild children whose parents are lost on an African safari. The children make attempts to press Jeff and Laura into a romantic relationship while breaking them away from their fiancees.,comedy
"Mr. Armstrong’s racing stable is preparing to send one of its top horses to run in Paris's Maisons Lafitte, when the thoroughbred is unexpectedly injured. Its replacement is Dunderhead, a much lowlier animal, but favourite of jockey and stable lad, Albert. Meanwhile, two crooked stable hands plot to use the cross channel trip to smuggle forged bank notes in the horse’s blanket. Their plans are foiled however, by Albert, who also manages to win the big race riding his favourite horse.",comedy
"Lawrence Jamieson is an intelligent and sophisticated British con artist operating in the French Riviera with the help of manservant Arthur and corrupt police official Andre. He seduces wealthy and morally suspect women and steals their money. His only concern is a con artist known as ""The Jackal"" who has been preying on other wealthy victims.
When underachieving American hustler Freddy Benson searches for easy marks in Beaumont-sur-Mer, Lawrence's home base, Lawrence believes the Jackal has shown his face. Worried that Freddy's inexperienced antics will scare away his prey, Lawrence has Freddy arrested and put on the next plane out of town. However, Freddy meets one of Lawrence's former marks and deduces that he is also a crook.
Returning to Beaumont-sur-Mer, Freddy forces Lawrence to take him on as a pupil in exchange for his silence. Lawrence attempts to teach Freddy about high culture with limited success. He also involves him as a subordinate player in his cons, making him play the mentally challenged and socially inept Ruprecht in order to scare away their female targets after their money has been acquired. Freddy, tired of not getting paid and the humiliating part he has to play, strikes out on his own.
Lawrence believes there are not enough potential victims in Beaumont-sur-Mer for both of them, so a bet is proposed to decide who will stay. The first to con $50,000 out of a selected mark may remain; the other must leave town. The two select Janet Colgate, a naive A",comedy
