label,text
ham,yay! finally lol. i missed our cinema trip last week :-(
ham,"Goodnight, sleep well da please take care pa. Please."
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham,"Ya, told..she was asking wats matter?"
ham,Am slow in using biola's fne
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham,"Sorry, I'll call later"
ham,Oh ok wait 4 me there... My lect havent finish
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
ham,Did you show him and wot did he say or could u not c him 4 dust?
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
ham,Hows that watch resizing
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,Msg me when rajini comes.
ham,"Great. I'm in church now, will holla when i get out"
ham,He telling not to tell any one. If so treat for me hi hi hi
ham,Finished class where are you.
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,Still i have not checked it da. . .
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
ham,"Ok da, i already planned. I wil pick you."
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE
ham,"Thursday night? Yeah, sure thing, we'll work it out then"
ham,Ok thanx... Take care then...
ham,Lol no. U can trust me.
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,"Hey elaine, is today's meeting still on?"
ham,Yup i've finished c Ì_ there...
ham,"Ta-Daaaaa! I am home babe, are you still up ?"
ham,No. But we'll do medical missions to nigeria
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,"Me also da, i feel yesterday night  wait til 2day night dear."
ham,Got it..mail panren paru..
ham,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
ham,ÌÏ log off 4 wat. It's sdryb8i
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,I am in hospital da. . I will return home in evening
ham,Where are you ? You said you would be here when I woke ... :-(
ham,"Aight will do, thanks again for comin out"
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
ham,aathi..where are you dear..
ham,"Sorry, I'll call later"
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
ham,Even if he my friend he is a priest call him now
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham,I am on the way to ur home
ham,Thanks for this hope you had a good day today
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
ham,What is the plural of the noun research?
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
ham,Hmm ill have to think about it... ok you're forgiven! =D
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
ham,"Hm good morning, headache anyone? :-)"
ham,Its a part of checking IQ
ham,I will be outside office take all from there
ham,Two teams waiting for some players
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
ham,Will be office around 4 pm. Now i am going hospital.
ham,I dont know why she.s not getting your messages
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,Carry on not disturbing both of you
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
ham,How much for an eighth?
ham,I fetch yun or u fetch?
ham,I wont do anything de.
ham,Jordan got voted out last nite!
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,I got your back! Do you have any dislikes in bed?
ham,Later i guess. I needa do mcat study too.
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,"As in missionary hook up, doggy hook up, standing...|"
ham,What your plan for pongal?
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,I tot u reach liao. He said t-shirt.
ham,Convey my regards to him
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
ham,At what time are you coming.
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,Customer place i will call you
ham,Great comedy..cant stop laughing da:)
ham,Well I'm going to be an aunty!
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,Hahaha..use your brain dear
ham,7 lor... Change 2 suntec... Wat time u coming?
ham,Anytime...
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,";-( oh well, c u later"
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
ham,Did you try making another butt.
ham,Just finished eating. Got u a plate. NOT leftovers this time.
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,I've reached already.
ham,Oh k. . I will come tomorrow
ham,LOL ... No just was busy
ham,It should take about  &lt;#&gt;  min
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
ham,Your right! I'll make the appointment right now.
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,In meeting da. I will call you
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
ham,make that 3! 4 fucks sake?! x
ham,Fuck cedar key and fuck her (come over anyway tho)
ham,Think + da. You wil do.
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
ham,Cab is available.they pick up and drop at door steps.
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
ham,Love it! I want to flood that pretty pussy with cum...
ham,\Hey sorry I didntgive ya a a bellearlier hunny
ham,DO U WANT 2 MEET UP 2MORRO
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
ham,I might go 2 sch. Yar at e salon now v boring.
ham,Probably gonna swing by in a wee bit
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
ham,Hey come online! Use msn... We are all there
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
ham,Dear i am not denying your words please
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,Ard 4 lor...
ham,I hope you know I'm still mad at you.
ham,Oh k...i'm watching here:)
ham,I havent lei.. Next mon can?
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham,Yo theres no class tmrw right?
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham,K.k:)advance happy pongal.
ham,All e best 4 ur exam later.
ham,Understand. his loss is my gain :) so do you work? School?
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,Great! I have to run now so ttyl!
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,Pls she needs to dat slowly or she will vomit more.
ham,Whats the staff name who is taking class for us?
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
ham,No i am not having not any movies in my laptop
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,Yo you around? A friend of mine's lookin to pick up later tonight
ham,Im done. Just studyn in library
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
ham,"I'll text carlos and let you know, hang on"
ham,ÌÏ come lt 25 n pass to me lar
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,WOT U WANNA DO THEN MISSY?
ham,I like you peoples very much:) but am very shy pa.
ham,Mm i had my food da from out
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
ham,K.k:)apo k.good movie.
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
ham,Should i send you naughty pix? :)
ham,Ok then no need to tell me anything i am going to sleep good night
ham,Hi.what you think about match?
ham,I'm aight. Wat's happening on your side.
ham,WHORE YOU ARE UNBELIEVABLE.
ham,I dun believe u. I thk u told him.
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,Might ax well im there.
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
ham,I meant middle left or right?
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
ham,Have you laid your airtel line to rest?
ham,U call me alter at 11 ok.
ham,I called but no one pick up e phone. I ask both of them already they said ok.
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,Erm. I thought the contract ran out the4th of october.
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham,But i dint slept in afternoon.
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,Thought praps you meant another one. Goodo! I'll look tomorrow 
ham,Lemme know when you're here
ham,I think if he rule tamilnadu..then its very tough for our people.
ham,I had askd u a question some hours before. Its answer
ham,Yeah sure I'll leave in a min
ham,Ha... U jus ate honey ar? So sweet...
ham,Mmm so yummy babe ... Nice jolt to the suzy
ham,What should i eat fo lunch senor
ham,She went to attend another two rounds today..but still did't reach home..
ham,Please don't text me anymore. I have nothing else to say.
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,Now i'm going for lunch.
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
ham,On the way to office da..
ham,"Nope. Since ayo travelled, he has forgotten his guy"
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
ham,i cant talk to you now.i will call when i can.dont keep calling.
ham,Where to get those?
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
ham,You will be in the place of that man
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
ham,Oh yeah! And my diet just flew out the window
ham,"Sorry, I'll call later"
ham,Yeah jay's sort of a fucking retard
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,Hey leave it. not a big deal:-) take care.
ham,"It's wylie, you in tampa or sarasota?"
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
ham,Oh that was a forwarded message. I thought you send that to me
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,You will go to walmart. I.ll stay.
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,Having lunch:)you are not in online?why?
ham,"What will we do in the shower, baby?"
ham,Lol where do u come up with these ideas?
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? "
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,Finish liao... U?
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
