id,text
10731," Let them praise the Lord for his great love
    and for the wonderful things he has done for them."
10732," Let them exalt him publicly before the congregation
    and before the leaders of the nation."
10733," He changes rivers into deserts,
    and springs of water into dry, thirsty land."
10734," He turns the fruitful land into salty wastelands,
    because of the wickedness of those who live there."
10735," But he also turns deserts into pools of water,
    the dry land into springs of water."
10736," He brings the hungry to settle there
    and to build their cities."
10737," They sow their fields, plant their vineyards,
    and harvest their bumper crops."
10738," How he blesses them!
    They raise large families there,
    and their herds of livestock increase."
10739," When they decrease in number and become impoverished
    through oppression, trouble, and sorrow,"
10740," the Lord pours contempt on their princes,
    causing them to wander in trackless wastelands."
10741," But he rescues the poor from trouble
    and increases their families like flocks of sheep."
10742," The godly will see these things and be glad,
    while the wicked are struck silent."
10743," Those who are wise will take all this to heart;
    they will see in our history the faithful love of the Lord."
10801," My heart is confident in you, O God;
    no wonder I can sing your praises with all my heart!"
10802," Wake up, lyre and harp!
    I will wake the dawn with my song."
10803," I will thank you, Lord, among all the people.
    I will sing your praises among the nations."
10804," For your unfailing love is higher than the heavens.
    Your faithfulness reaches to the clouds."
10805," Be exalted, O God, above the highest heavens.
    May your glory shine over all the earth."
10806," Now rescue your beloved people.
    Answer and save us by your power."
10807," God has promised this by his holiness:
I will divide up Shechem with joy.
    I will measure out the valley of Succoth."
10808," Gilead is mine,
    and Manasseh, too.
Ephraim, my helmet, will produce my warriors,
    and Judah, my scepter, will produce my kings."
10809," But Moab, my washbasin, will become my servant,
    and I will wipe my feet on Edom
    and shout in triumph over Philistia."
10810," Who will bring me into the fortified city?
    Who will bring me victory over Edom?"
10811," Have you rejected us, O God?
    Will you no longer march with our armies?"
10812," Oh, please help us against our enemies,
    for all human help is useless."
10813," With Gods help we will do mighty things,
    for he will trample down our foes."
10901," O God, whom I praise,
    dont stand silent and aloof"
10902," while the wicked slander me
    and tell lies about me."
10903," They surround me with hateful words
    and fight against me for no reason."
10904," I love them, but they try to destroy me with accusations
    even as I am praying for them!"
10905," They repay evil for good,
    and hatred for my love."
10906," They say, Get an evil person to turn against him.
    Send an accuser to bring him to trial."
10907," When his case comes up for judgment,
    let him be pronounced guilty.
    Count his prayers as sins."
10908," Let his years be few;
    let someone else take his position."
10909," May his children become fatherless,
    and his wife a widow."
10910," May his children wander as beggars
    and be driven from their ruined homes."
10911," May creditors seize his entire estate,
    and strangers take all he has earned."
10912," Let no one be kind to him;
    let no one pity his fatherless children."
10913," May all his offspring die.
    May his family name be blotted out in the next generation."
10914," May the Lord never forget the sins of his fathers;
    may his mothers sins never be erased from the record."
10915," May the Lord always remember these sins,
    and may his name disappear from human memory."
10916," For he refused all kindness to others;
    he persecuted the poor and needy,
    and he hounded the brokenhearted to death."
10917," He loved to curse others;
    now you curse him.
He never blessed others;
    now dont you bless him."
10918," Cursing is as natural to him as his clothing,
    or the water he drinks,
    or the rich food he eats."
10919," Now may his curses return and cling to him like clothing;
    may they be tied around him like a belt."
10920," May those curses become the Lords punishment
    for my accusers who speak evil of me."
10921," But deal well with me, O Sovereign Lord,
    for the sake of your own reputation!
Rescue me
    because you are so faithful and good."
10922," For I am poor and needy,
    and my heart is full of pain."
10923," I am fading like a shadow at dusk;
    I am brushed off like a locust."
10924," My knees are weak from fasting,
    and I am skin and bones."
10925," I am a joke to people everywhere;
    when they see me, they shake their heads in scorn."
10926," Help me, O Lord my God!
    Save me because of your unfailing love."
10927," Let them see that this is your doing,
    that you yourself have done it, Lord."
10928," Then let them curse me if they like,
    but you will bless me!
When they attack me, they will be disgraced!
    But I, your servant, will go right on rejoicing!"
10929," May my accusers be clothed with disgrace;
    may their humiliation cover them like a cloak."
10930," But I will give repeated thanks to the Lord,
    praising him to everyone."
10931," For he stands beside the needy,
    ready to save them from those who condemn them."
11001," The Lord said to my Lord,
    Sit in the place of honor at my right hand
until I humble your enemies,
    making them a footstool under your feet."
11002," The Lord will extend your powerful kingdom from Jerusalem;
    you will rule over your enemies."
11003," When you go to war,
    your people will serve you willingly.
You are arrayed in holy garments,
    and your strength will be renewed each day like the morning dew."
11004," The Lord has taken an oath and will not break his vow:
    You are a priest forever in the order of Melchizedek."
11005," The Lord stands at your right hand to protect you.
    He will strike down many kings when his anger erupts."
11006," He will punish the nations
    and fill their lands with corpses;
    he will shatter heads over the whole earth."
11007," But he himself will be refreshed from brooks along the way.
    He will be victorious."
11101," Praise the Lord!
I will thank the Lord with all my heart
    as I meet with his godly people."
11102," How amazing are the deeds of the Lord!
    All who delight in him should ponder them."
11103," Everything he does reveals his glory and majesty.
    His righteousness never fails."
11104," He causes us to remember his wonderful works.
    How gracious and merciful is our Lord!"
11105," He gives food to those who fear him;
    he always remembers his covenant."
11106," He has shown his great power to his people
    by giving them the lands of other nations."
11107," All he does is just and good,
    and all his commandments are trustworthy."
11108," They are forever true,
    to be obeyed faithfully and with integrity."
11109," He has paid a full ransom for his people.
    He has guaranteed his covenant with them forever.
    What a holy, aweinspiring name he has!"
11110," Fear of the Lord is the foundation of true wisdom.
    All who obey his commandments will grow in wisdom.
Praise him forever!"
11201," Praise the Lord!
How joyful are those who fear the Lord
    and delight in obeying his commands."
11202," Their children will be successful everywhere;
    an entire generation of godly people will be blessed."
11203," They themselves will be wealthy,
    and their good deeds will last forever."
11204," Light shines in the darkness for the godly.
    They are generous, compassionate, and righteous."
11205," Good comes to those who lend money generously
    and conduct their business fairly."
11206," Such people will not be overcome by evil.
    Those who are righteous will be long remembered."
11207," They do not fear bad news;
    they confidently trust the Lord to care for them."
11208," They are confident and fearless
    and can face their foes triumphantly."
11209," They share freely and give generously to those in need.
    Their good deeds will be remembered forever.
    They will have influence and honor."
11210," The wicked will see this and be infuriated.
    They will grind their teeth in anger;
    they will slink away, their hopes thwarted."
11301," Praise the Lord!
Yes, give praise, O servants of the Lord.
    Praise the name of the Lord!"
11302," Blessed be the name of the Lord
    now and forever."
11303," Everywherefrom east to west
    praise the name of the Lord."
11304," For the Lord is high above the nations;
    his glory is higher than the heavens."
11305," Who can be compared with the Lord our God,
    who is enthroned on high?"
11306," He stoops to look down
    on heaven and on earth."
11307," He lifts the poor from the dust
    and the needy from the garbage dump."
11308," He sets them among princes,
    even the princes of his own people!"
11309," He gives the childless woman a family,
    making her a happy mother.
Praise the Lord!"
11401," When the Israelites escaped from Egypt
    when the family of Jacob left that foreign land"
11402," the land of Judah became Gods sanctuary,
    and Israel became his kingdom."
11403," The Red Sea saw them coming and hurried out of their way!
    The water of the Jordan River turned away."
11404," The mountains skipped like rams,
    the hills like lambs!"
11405," Whats wrong, Red Sea, that made you hurry out of their way?
    What happened, Jordan River, that you turned away?"
11406," Why, mountains, did you skip like rams?
    Why, hills, like lambs?"
11407," Tremble, O earth, at the presence of the Lord,
    at the presence of the God of Jacob."
11408," He turned the rock into a pool of water;
    yes, a spring of water flowed from solid rock."
11501," Not to us, O Lord, not to us,
    but to your name goes all the glory
    for your unfailing love and faithfulness."
11502," Why let the nations say,
    Where is their God?"
11503," Our God is in the heavens,
    and he does as he wishes."
11504," Their idols are merely things of silver and gold,
    shaped by human hands."
11505," They have mouths but cannot speak,
    and eyes but cannot see."
11506," They have ears but cannot hear,
    and noses but cannot smell."
11507," They have hands but cannot feel,
    and feet but cannot walk,
    and throats but cannot make a sound."
11508," And those who make idols are just like them,
    as are all who trust in them."
11509," O Israel, trust the Lord!
    He is your helper and your shield."
11510," O priests, descendants of Aaron, trust the Lord!
    He is your helper and your shield."
11511," All you who fear the Lord, trust the Lord!
    He is your helper and your shield."
11512," The Lord remembers us and will bless us.
    He will bless the people of Israel
    and bless the priests, the descendants of Aaron."
11513," He will bless those who fear the Lord,
    both great and lowly."
11514," May the Lord richly bless
    both you and your children."
11515," May you be blessed by the Lord,
    who made heaven and earth."
11516," The heavens belong to the Lord,
    but he has given the earth to all humanity."
11517," The dead cannot sing praises to the Lord,
    for they have gone into the silence of the grave."
11518," But we can praise the Lord
    both now and forever!
Praise the Lord!"
11601," I love the Lord because he hears my voice
    and my prayer for mercy."
11602," Because he bends down to listen,
    I will pray as long as I have breath!"
11603," Death wrapped its ropes around me;
    the terrors of the grave overtook me.
    I saw only trouble and sorrow."
11604," Then I called on the name of the Lord:
    Please, Lord, save me!"
11605," How kind the Lord is! How good he is!
    So merciful, this God of ours!"
11606," The Lord protects those of childlike faith;
    I was facing death, and he saved me."
11607," Let my soul be at rest again,
    for the Lord has been good to me."
11608," He has saved me from death,
    my eyes from tears,
    my feet from stumbling."
11609," And so I walk in the Lords presence
    as I live here on earth!"
11610," I believed in you, so I said,
    I am deeply troubled, Lord."
11611," In my anxiety I cried out to you,
    These people are all liars!"
11612," What can I offer the Lord
    for all he has done for me?"
11613," I will lift up the cup of salvation
    and praise the Lords name for saving me."
11614," I will keep my promises to the Lord
    in the presence of all his people."
11615," The Lord cares deeply
    when his loved ones die."
11616," O Lord, I am your servant;
    yes, I am your servant, born into your household;
    you have freed me from my chains."
11617," I will offer you a sacrifice of thanksgiving
    and call on the name of the Lord."
11618," I will fulfill my vows to the Lord
    in the presence of all his people"
11619," in the house of the Lord
    in the heart of Jerusalem.
Praise the Lord!"
11701," Praise the Lord, all you nations.
    Praise him, all you people of the earth."
11702," For his unfailing love for us is powerful;
    the Lords faithfulness endures forever.
Praise the Lord!"
11801," Give thanks to the Lord, for he is good!
    His faithful love endures forever."
11802," Let all Israel repeat:
    His faithful love endures forever."
11803," Let Aarons descendants, the priests, repeat:
    His faithful love endures forever."
11804," Let all who fear the Lord repeat:
    His faithful love endures forever."
11805," In my distress I prayed to the Lord,
    and the Lord answered me and set me free."
11806," The Lord is for me, so I will have no fear.
    What can mere people do to me?"
11807," Yes, the Lord is for me; he will help me.
    I will look in triumph at those who hate me."
11808," It is better to take refuge in the Lord
    than to trust in people."
11809," It is better to take refuge in the Lord
    than to trust in princes."
11810," Though hostile nations surrounded me,
    I destroyed them all with the authority of the Lord."
11811," Yes, they surrounded and attacked me,
    but I destroyed them all with the authority of the Lord."
11812," They swarmed around me like bees;
    they blazed against me like a crackling fire.
    But I destroyed them all with the authority of the Lord."
11813," My enemies did their best to kill me,
    but the Lord rescued me."
11814," The Lord is my strength and my song;
    he has given me victory."
11815," Songs of joy and victory are sung in the camp of the godly.
    The strong right arm of the Lord has done glorious things!"
11816," The strong right arm of the Lord is raised in triumph.
    The strong right arm of the Lord has done glorious things!"
11817," I will not die; instead, I will live
    to tell what the Lord has done."
11818," The Lord has punished me severely,
    but he did not let me die."
11819," Open for me the gates where the righteous enter,
    and I will go in and thank the Lord."
11820," These gates lead to the presence of the Lord,
    and the godly enter there."
11821," I thank you for answering my prayer
    and giving me victory!"
11822," The stone that the builders rejected
    has now become the cornerstone."
11823," This is the Lords doing,
    and it is wonderful to see."
11824," This is the day the Lord has made.
    We will rejoice and be glad in it."
11825," Please, Lord, please save us.
    Please, Lord, please give us success."
11826," Bless the one who comes in the name of the Lord.
    We bless you from the house of the Lord."
11827," The Lord is God, shining upon us.
    Take the sacrifice and bind it with cords on the altar."
11828," You are my God, and I will praise you!
    You are my God, and I will exalt you!"
11829," Give thanks to the Lord, for he is good!
    His faithful love endures forever."
11901," Joyful are people of integrity,
    who follow the instructions of the Lord."
11902," Joyful are those who obey his laws
    and search for him with all their hearts."
11903," They do not compromise with evil,
    and they walk only in his paths."
11904," You have charged us
    to keep your commandments carefully."
11905," Oh, that my actions would consistently
    reflect your decrees!"
11906," Then I will not be ashamed
    when I compare my life with your commands."
11907," As I learn your righteous regulations,
    I will thank you by living as I should!"
11908," I will obey your decrees.
    Please dont give up on me!"
11909," How can a young person stay pure?
    By obeying your word."
11910," I have tried hard to find you
    dont let me wander from your commands."
11911," I have hidden your word in my heart,
    that I might not sin against you."
11912," I praise you, O Lord;
    teach me your decrees."
11913," I have recited aloud
    all the regulations you have given us."
11914," I have rejoiced in your laws
    as much as in riches."
11915," I will study your commandments
    and reflect on your ways."
11916," I will delight in your decrees
    and not forget your word."
11917," Be good to your servant,
    that I may live and obey your word."
11918," Open my eyes to see
    the wonderful truths in your instructions."
11919," I am only a foreigner in the land.
    Dont hide your commands from me!"
11920," I am always overwhelmed
    with a desire for your regulations."
11921," You rebuke the arrogant;
    those who wander from your commands are cursed."
11922," Dont let them scorn and insult me,
    for I have obeyed your laws."
11923," Even princes sit and speak against me,
    but I will meditate on your decrees."
11924," Your laws please me;
    they give me wise advice."
11925," I lie in the dust;
    revive me by your word."
11926," I told you my plans, and you answered.
    Now teach me your decrees."
11927," Help me understand the meaning of your commandments,
    and I will meditate on your wonderful deeds."
11928," I weep with sorrow;
    encourage me by your word."
11929," Keep me from lying to myself;
    give me the privilege of knowing your instructions."
11930," I have chosen to be faithful;
    I have determined to live by your regulations."
11931," I cling to your laws.
    Lord, dont let me be put to shame!"
11932," I will pursue your commands,
    for you expand my understanding."
11933," Teach me your decrees, O Lord;
    I will keep them to the end."
11934," Give me understanding and I will obey your instructions;
    I will put them into practice with all my heart."
11935," Make me walk along the path of your commands,
    for that is where my happiness is found."
11936," Give me an eagerness for your laws
    rather than a love for money!"
11937," Turn my eyes from worthless things,
    and give me life through your word."
11938," Reassure me of your promise,
    made to those who fear you."
